Symbol,Name,IndustryCode,Industry,Sector
AON,Aon plc,,Insurance Brokers,Financial
APA,APA Corporation,,Oil & Gas Exploration & Production,Energy
APO,Apollo Global Management,,Asset Management & Custody Banks,Financial
AAPL,Apple Inc.,,"Technology Hardware, Storage & Peripherals",Technology
AMAT,Applied Materials,,Semiconductor Materials & Equipment,Technology
APTV,Aptiv,,Automotive Parts & Equipment,Consumer Cyclical
ACGL,Arch Capital Group,,Property & Casualty Insurance,Financial
ADM,Archer Daniels Midland,,Agricultural Products & Services,Consumer Defensive
ANET,Arista Networks,,Communications Equipment,Technology
AJG,Arthur J. Gallagher & Co.,,Insurance Brokers,Financial
AIZ,Assurant,,Multi-line Insurance,Financial
T,AT&T,,Integrated Telecommunication Services,Communication Services
ATO,Atmos Energy,,Gas Utilities,Utilities
ADSK,Autodesk,,Application Software,Technology
ADP,Automatic Data Processing,,Human Resource & Employment Services,Industrials
AZO,AutoZone,,Automotive Retail,Consumer Cyclical
AVB,AvalonBay Communities,,Multi-Family Residential REITs,Real Estate
AVY,Avery Dennison,,Paper & Plastic Packaging Products & Materials,Basic Materials
AXON,Axon Enterprise,,Aerospace & Defense,Industrials
BKR,Baker Hughes,,Oil & Gas Equipment & Services,Energy
BALL,Ball Corporation,,"Metal, Glass & Plastic Containers",Basic Materials
BAC,Bank of America,,Diversified Banks,Financial
BAX,Baxter International,,Health Care Equipment,Healthcare
BDX,Becton Dickinson,,Health Care Equipment,Healthcare
BRKB,Berkshire Hathaway,,Multi-Sector Holdings,Financial
BBY,Best Buy,,Computer & Electronics Retail,Consumer Cyclical
TECH,Bio-Techne,,Life Sciences Tools & Services,Healthcare
BIIB,Biogen,,Biotechnology,Healthcare
BLK,BlackRock,,Asset Management & Custody Banks,Financial
BX,Blackstone Inc.,,Asset Management & Custody Banks,Financial
BK,BNY Mellon,,Asset Management & Custody Banks,Financial
BA,Boeing,,Aerospace & Defense,Industrials
BKNG,Booking Holdings,,"Hotels, Resorts & Cruise Lines",Consumer Cyclical
BWA,BorgWarner,,Automotive Parts & Equipment,Consumer Cyclical
BSX,Boston Scientific,,Health Care Equipment,Healthcare
BMY,Bristol Myers Squibb,,Pharmaceuticals,Healthcare
AVGO,Broadcom,,Semiconductors,Technology
BR,Broadridge Financial Solutions,,Data Processing & Outsourced Services,Industrials
BRO,Brown & Brown,,Insurance Brokers,Financial
BFB,Brown–Forman,,Distillers & Vintners,Consumer Defensive
BLDR,Builders FirstSource,,Building Products,Industrials
BG,Bunge Global,,Agricultural Products & Services,Consumer Defensive
BXP,"BXP, Inc.",,Office REITs,Real Estate
CHRW,C.H. Robinson,,Air Freight & Logistics,Industrials
CDNS,Cadence Design Systems,,Application Software,Technology
CZR,Caesars Entertainment,,Casinos & Gaming,Consumer Cyclical
CPT,Camden Property Trust,,Multi-Family Residential REITs,Real Estate
CPB,Campbell's Company (The),,Packaged Foods & Meats,Consumer Defensive
COF,Capital One,,Consumer Finance,Financial
CAH,Cardinal Health,,Health Care Distributors,Healthcare
KMX,CarMax,,Automotive Retail,Consumer Cyclical
CCL,Carnival,,"Hotels, Resorts & Cruise Lines",Consumer Cyclical
CARR,Carrier Global,,Building Products,Industrials
CAT,Caterpillar Inc.,,Construction Machinery & Heavy Transportation Equipment,Industrials
CBOE,Cboe Global Markets,,Financial Exchanges & Data,Financial
CBRE,CBRE Group,,Real Estate Services,Real Estate
CDW,CDW Corporation,,Technology Distributors,Technology
CE,Celanese,,Specialty Chemicals,Basic Materials
COR,Cencora,,Health Care Distributors,Healthcare
CNC,Centene Corporation,,Managed Health Care,Healthcare
CNP,CenterPoint Energy,,Multi-Utilities,Utilities
CF,CF Industries,,Fertilizers & Agricultural Chemicals,Basic Materials
CRL,Charles River Laboratories,,Life Sciences Tools & Services,Healthcare
SCHW,Charles Schwab Corporation,,Investment Banking & Brokerage,Financial
CHTR,Charter Communications,,Cable & Satellite,Communication Services
CVX,Chevron Corporation,,Integrated Oil & Gas,Energy
CMG,Chipotle Mexican Grill,,Restaurants,Consumer Cyclical
CB,Chubb Limited,,Property & Casualty Insurance,Financial
CHD,Church & Dwight,,Household Products,Consumer Defensive
CI,Cigna,,Health Care Services,Healthcare
CINF,Cincinnati Financial,,Property & Casualty Insurance,Financial
CTAS,Cintas,,Diversified Support Services,Industrials
CSCO,Cisco,,Communications Equipment,Technology
C,Citigroup,,Diversified Banks,Financial
CFG,Citizens Financial Group,,Regional Banks,Financial
CLX,Clorox,,Household Products,Consumer Defensive
CME,CME Group,,Financial Exchanges & Data,Financial
CMS,CMS Energy,,Multi-Utilities,Utilities
KO,Coca-Cola Company (The),,Soft Drinks & Non-alcoholic Beverages,Consumer Defensive
CTSH,Cognizant,,IT Consulting & Other Services,Technology
CL,Colgate-Palmolive,,Household Products,Consumer Defensive
CMCSA,Comcast,,Cable & Satellite,Communication Services
CAG,Conagra Brands,,Packaged Foods & Meats,Consumer Defensive
COP,ConocoPhillips,,Oil & Gas Exploration & Production,Energy
ED,Consolidated Edison,,Multi-Utilities,Utilities
STZ,Constellation Brands,,Distillers & Vintners,Consumer Defensive
CEG,Constellation Energy,,Electric Utilities,Utilities
COO,Cooper Companies (The),,Health Care Supplies,Healthcare
CPRT,Copart,,Diversified Support Services,Industrials
GLW,Corning Inc.,,Electronic Components,Technology
CPAY,Corpay,,Transaction & Payment Processing Services,Financial
CTVA,Corteva,,Fertilizers & Agricultural Chemicals,Basic Materials
CSGP,CoStar Group,,Real Estate Services,Real Estate
COST,Costco,,Consumer Staples Merchandise Retail,Consumer Defensive
CTRA,Coterra,,Oil & Gas Exploration & Production,Energy
CRWD,CrowdStrike,,Systems Software,Technology
CCI,Crown Castle,,Telecom Tower REITs,Real Estate
CSX,CSX Corporation,,Rail Transportation,Industrials
CMI,Cummins,,Construction Machinery & Heavy Transportation Equipment,Industrials
CVS,CVS Health,,Health Care Services,Healthcare
DHR,Danaher Corporation,,Life Sciences Tools & Services,Healthcare
DRI,Darden Restaurants,,Restaurants,Consumer Cyclical
DVA,DaVita,,Health Care Services,Healthcare
DAY,Dayforce,,Human Resource & Employment Services,Industrials
DECK,Deckers Brands,,Footwear,Consumer Cyclical
DE,Deere & Company,,Agricultural & Farm Machinery,Industrials
DELL,Dell Technologies,,"Technology Hardware, Storage & Peripherals",Technology
DAL,Delta Air Lines,,Passenger Airlines,Industrials
DVN,Devon Energy,,Oil & Gas Exploration & Production,Energy
DXCM,Dexcom,,Health Care Equipment,Healthcare
FANG,Diamondback Energy,,Oil & Gas Exploration & Production,Energy
DLR,Digital Realty,,Data Center REITs,Real Estate
DFS,Discover Financial,,Consumer Finance,Financial
DG,Dollar General,,Consumer Staples Merchandise Retail,Consumer Defensive
DLTR,Dollar Tree,,Consumer Staples Merchandise Retail,Consumer Defensive
D,Dominion Energy,,Multi-Utilities,Utilities
DPZ,Domino's,,Restaurants,Consumer Cyclical
DOV,Dover Corporation,,Industrial Machinery & Supplies & Components,Industrials
DOW,Dow Inc.,,Commodity Chemicals,Basic Materials
DHI,D. R. Horton,,Homebuilding,Consumer Cyclical
DTE,DTE Energy,,Multi-Utilities,Utilities
DUK,Duke Energy,,Electric Utilities,Utilities
DD,DuPont,,Specialty Chemicals,Basic Materials
EMN,Eastman Chemical Company,,Specialty Chemicals,Basic Materials
ETN,Eaton Corporation,,Electrical Components & Equipment,Industrials
EBAY,eBay Inc.,,Broadline Retail,Consumer Cyclical
ECL,Ecolab,,Specialty Chemicals,Basic Materials
EIX,Edison International,,Electric Utilities,Utilities
EW,Edwards Lifesciences,,Health Care Equipment,Healthcare
EA,Electronic Arts,,Interactive Home Entertainment,Communication Services
ELV,Elevance Health,,Managed Health Care,Healthcare
EMR,Emerson Electric,,Electrical Components & Equipment,Industrials
ENPH,Enphase Energy,,Semiconductor Materials & Equipment,Technology
ETR,Entergy,,Electric Utilities,Utilities
EOG,EOG Resources,,Oil & Gas Exploration & Production,Energy
EPAM,EPAM Systems,,IT Consulting & Other Services,Technology
EQT,EQT Corporation,,Oil & Gas Exploration & Production,Energy
EFX,Equifax,,Research & Consulting Services,Industrials
EQIX,Equinix,,Data Center REITs,Real Estate
EQR,Equity Residential,,Multi-Family Residential REITs,Real Estate
ERIE,Erie Indemnity,,Insurance Brokers,Financial
ESS,Essex Property Trust,,Multi-Family Residential REITs,Real Estate
EL,Estée Lauder Companies (The),,Personal Care Products,Consumer Defensive
EG,Everest Group,,Reinsurance,Financial
EVRG,Evergy,,Electric Utilities,Utilities
ES,Eversource Energy,,Electric Utilities,Utilities
EXC,Exelon,,Electric Utilities,Utilities
EXPE,Expedia Group,,"Hotels, Resorts & Cruise Lines",Consumer Cyclical
EXPD,Expeditors International,,Air Freight & Logistics,Industrials
EXR,Extra Space Storage,,Self-Storage REITs,Real Estate
XOM,ExxonMobil,,Integrated Oil & Gas,Energy
FFIV,"F5, Inc.",,Communications Equipment,Technology
FDS,FactSet,,Financial Exchanges & Data,Financial
FICO,Fair Isaac,,Application Software,Technology
FAST,Fastenal,,Trading Companies & Distributors,Industrials
FRT,Federal Realty Investment Trust,,Retail REITs,Real Estate
FDX,FedEx,,Air Freight & Logistics,Industrials
FIS,Fidelity National Information Services,,Transaction & Payment Processing Services,Financial
FITB,Fifth Third Bancorp,,Regional Banks,Financial
FSLR,First Solar,,Semiconductors,Technology
FE,FirstEnergy,,Electric Utilities,Utilities
FI,Fiserv,,Transaction & Payment Processing Services,Financial
FMC,FMC Corporation,,Fertilizers & Agricultural Chemicals,Basic Materials
F,Ford Motor Company,,Automobile Manufacturers,Consumer Cyclical
FTNT,Fortinet,,Systems Software,Technology
FTV,Fortive,,Industrial Machinery & Supplies & Components,Industrials
FOXA,Fox Corporation (Class A),,Broadcasting,Communication Services
FOX,Fox Corporation (Class B),,Broadcasting,Communication Services
BEN,Franklin Resources,,Asset Management & Custody Banks,Financial
FCX,Freeport-McMoRan,,Copper,Basic Materials
GRMN,Garmin,,Consumer Electronics,Consumer Cyclical
IT,Gartner,,IT Consulting & Other Services,Technology
GE,GE Aerospace,,Aerospace & Defense,Industrials
GEHC,GE HealthCare,,Health Care Equipment,Healthcare
GEV,GE Vernova,,Heavy Electrical Equipment,Industrials
GEN,Gen Digital,,Systems Software,Technology
GNRC,Generac,,Electrical Components & Equipment,Industrials
GD,General Dynamics,,Aerospace & Defense,Industrials
GIS,General Mills,,Packaged Foods & Meats,Consumer Defensive
GM,General Motors,,Automobile Manufacturers,Consumer Cyclical
GPC,Genuine Parts Company,,Distributors,Consumer Cyclical
GILD,Gilead Sciences,,Biotechnology,Healthcare
GPN,Global Payments,,Transaction & Payment Processing Services,Financial
GL,Globe Life,,Life & Health Insurance,Financial
GDDY,GoDaddy,,Internet Services & Infrastructure,Technology
GS,Goldman Sachs,,Investment Banking & Brokerage,Financial
HAL,Halliburton,,Oil & Gas Equipment & Services,Energy
HIG,Hartford (The),,Property & Casualty Insurance,Financial
HAS,Hasbro,,Leisure Products,Consumer Cyclical
HCA,HCA Healthcare,,Health Care Facilities,Healthcare
DOC,Healthpeak Properties,,Health Care REITs,Real Estate
HSIC,Henry Schein,,Health Care Distributors,Healthcare
HSY,Hershey Company (The),,Packaged Foods & Meats,Consumer Defensive
HES,Hess Corporation,,Integrated Oil & Gas,Energy
HPE,Hewlett Packard Enterprise,,"Technology Hardware, Storage & Peripherals",Technology
HLT,Hilton Worldwide,,"Hotels, Resorts & Cruise Lines",Consumer Cyclical
HOLX,Hologic,,Health Care Equipment,Healthcare
HD,Home Depot (The),,Home Improvement Retail,Consumer Cyclical
HON,Honeywell,,Industrial Conglomerates,Industrials
HRL,Hormel Foods,,Packaged Foods & Meats,Consumer Defensive
HST,Host Hotels & Resorts,,Hotel & Resort REITs,Real Estate
HWM,Howmet Aerospace,,Aerospace & Defense,Industrials
HPQ,HP Inc.,,"Technology Hardware, Storage & Peripherals",Technology
HUBB,Hubbell Incorporated,,Industrial Machinery & Supplies & Components,Industrials
HUM,Humana,,Managed Health Care,Healthcare
HBAN,Huntington Bancshares,,Regional Banks,Financial
HII,Huntington Ingalls Industries,,Aerospace & Defense,Industrials
IBM,IBM,,IT Consulting & Other Services,Technology
IEX,IDEX Corporation,,Industrial Machinery & Supplies & Components,Industrials
IDXX,Idexx Laboratories,,Health Care Equipment,Healthcare
ITW,Illinois Tool Works,,Industrial Machinery & Supplies & Components,Industrials
INCY,Incyte,,Biotechnology,Healthcare
IR,Ingersoll Rand,,Industrial Machinery & Supplies & Components,Industrials
PODD,Insulet Corporation,,Health Care Equipment,Healthcare
INTC,Intel,,Semiconductors,Technology
ICE,Intercontinental Exchange,,Financial Exchanges & Data,Financial
IFF,International Flavors & Fragrances,,Specialty Chemicals,Basic Materials
IP,International Paper,,Paper & Plastic Packaging Products & Materials,Basic Materials
IPG,Interpublic Group of Companies (The),,Advertising,Communication Services
INTU,Intuit,,Application Software,Technology
ISRG,Intuitive Surgical,,Health Care Equipment,Healthcare
IVZ,Invesco,,Asset Management & Custody Banks,Financial
INVH,Invitation Homes,,Single-Family Residential REITs,Real Estate
IQV,IQVIA,,Life Sciences Tools & Services,Healthcare
IRM,Iron Mountain,,Other Specialized REITs,Real Estate
JBHT,J.B. Hunt,,Cargo Ground Transportation,Industrials
JBL,Jabil,,Electronic Manufacturing Services,Technology
JKHY,Jack Henry & Associates,,Transaction & Payment Processing Services,Financial
J,Jacobs Solutions,,Construction & Engineering,Industrials
JNJ,Johnson & Johnson,,Pharmaceuticals,Healthcare
JCI,Johnson Controls,,Building Products,Industrials
JPM,JPMorgan Chase,,Diversified Banks,Financial
JNPR,Juniper Networks,,Communications Equipment,Technology
K,Kellanova,,Packaged Foods & Meats,Consumer Defensive
KVUE,Kenvue,,Personal Care Products,Consumer Defensive
KDP,Keurig Dr Pepper,,Soft Drinks & Non-alcoholic Beverages,Consumer Defensive
KEY,KeyCorp,,Regional Banks,Financial
KEYS,Keysight Technologies,,Electronic Equipment & Instruments,Technology
KMB,Kimberly-Clark,,Household Products,Consumer Defensive
KIM,Kimco Realty,,Retail REITs,Real Estate
KMI,Kinder Morgan,,Oil & Gas Storage & Transportation,Energy
KKR,KKR & Co.,,Asset Management & Custody Banks,Financial
KLAC,KLA Corporation,,Semiconductor Materials & Equipment,Technology
KHC,Kraft Heinz,,Packaged Foods & Meats,Consumer Defensive
KR,Kroger,,Food Retail,Consumer Defensive
LHX,L3Harris,,Aerospace & Defense,Industrials
LH,Labcorp,,Health Care Services,Healthcare
LRCX,Lam Research,,Semiconductor Materials & Equipment,Technology
LW,Lamb Weston,,Packaged Foods & Meats,Consumer Defensive
LVS,Las Vegas Sands,,Casinos & Gaming,Consumer Cyclical
LDOS,Leidos,,Diversified Support Services,Industrials
LEN,Lennar,,Homebuilding,Consumer Cyclical
LII,Lennox International,,Building Products,Industrials
LLY,Lilly (Eli),,Pharmaceuticals,Healthcare
LIN,Linde plc,,Industrial Gases,Basic Materials
LYV,Live Nation Entertainment,,Movies & Entertainment,Communication Services
LKQ,LKQ Corporation,,Distributors,Consumer Cyclical
LMT,Lockheed Martin,,Aerospace & Defense,Industrials
L,Loews Corporation,,Multi-line Insurance,Financial
LOW,Lowe's,,Home Improvement Retail,Consumer Cyclical
LULU,Lululemon Athletica,,"Apparel, Accessories & Luxury Goods",Consumer Cyclical
LYB,LyondellBasell,,Specialty Chemicals,Basic Materials
MTB,M&T Bank,,Regional Banks,Financial
MPC,Marathon Petroleum,,Oil & Gas Refining & Marketing,Energy
MKTX,MarketAxess,,Financial Exchanges & Data,Financial
MAR,Marriott International,,"Hotels, Resorts & Cruise Lines",Consumer Cyclical
MMC,Marsh McLennan,,Insurance Brokers,Financial
MLM,Martin Marietta Materials,,Construction Materials,Basic Materials
MAS,Masco,,Building Products,Industrials
MA,Mastercard,,Transaction & Payment Processing Services,Financial
MTCH,Match Group,,Interactive Media & Services,Communication Services
MKC,McCormick & Company,,Packaged Foods & Meats,Consumer Defensive
MCD,McDonald's,,Restaurants,Consumer Cyclical
MCK,McKesson Corporation,,Health Care Distributors,Healthcare
MDT,Medtronic,,Health Care Equipment,Healthcare
MRK,Merck & Co.,,Pharmaceuticals,Healthcare
META,Meta Platforms,,Interactive Media & Services,Communication Services
MET,MetLife,,Life & Health Insurance,Financial
MTD,Mettler Toledo,,Life Sciences Tools & Services,Healthcare
MGM,MGM Resorts,,Casinos & Gaming,Consumer Cyclical
MCHP,Microchip Technology,,Semiconductors,Technology
MU,Micron Technology,,Semiconductors,Technology
MSFT,Microsoft,,Systems Software,Technology
MAA,Mid-America Apartment Communities,,Multi-Family Residential REITs,Real Estate
MRNA,Moderna,,Biotechnology,Healthcare
MHK,Mohawk Industries,,Home Furnishings,Consumer Cyclical
MOH,Molina Healthcare,,Managed Health Care,Healthcare
TAP,Molson Coors Beverage Company,,Brewers,Consumer Defensive
MDLZ,Mondelez International,,Packaged Foods & Meats,Consumer Defensive
MPWR,Monolithic Power Systems,,Semiconductors,Technology
MNST,Monster Beverage,,Soft Drinks & Non-alcoholic Beverages,Consumer Defensive
MCO,Moody's Corporation,,Financial Exchanges & Data,Financial
MS,Morgan Stanley,,Investment Banking & Brokerage,Financial
MOS,Mosaic Company (The),,Fertilizers & Agricultural Chemicals,Basic Materials
MSI,Motorola Solutions,,Communications Equipment,Technology
MSCI,MSCI Inc.,,Financial Exchanges & Data,Financial
NDAQ,"Nasdaq, Inc.",,Financial Exchanges & Data,Financial
NTAP,NetApp,,"Technology Hardware, Storage & Peripherals",Technology
NFLX,Netflix,,Movies & Entertainment,Communication Services
NEM,Newmont,,Gold,Basic Materials
NWSA,News Corp (Class A),,Publishing,Communication Services
NWS,News Corp (Class B),,Publishing,Communication Services
NEE,NextEra Energy,,Multi-Utilities,Utilities
NKE,"Nike, Inc.",,"Apparel, Accessories & Luxury Goods",Consumer Cyclical
NI,NiSource,,Multi-Utilities,Utilities
NDSN,Nordson Corporation,,Industrial Machinery & Supplies & Components,Industrials
NSC,Norfolk Southern,,Rail Transportation,Industrials
NTRS,Northern Trust,,Asset Management & Custody Banks,Financial
NOC,Northrop Grumman,,Aerospace & Defense,Industrials
NCLH,Norwegian Cruise Line Holdings,,"Hotels, Resorts & Cruise Lines",Consumer Cyclical
NRG,NRG Energy,,Independent Power Producers & Energy Traders,Utilities
NUE,Nucor,,Steel,Basic Materials
NVDA,Nvidia,,Semiconductors,Technology
NVR,"NVR, Inc.",,Homebuilding,Consumer Cyclical
NXPI,NXP Semiconductors,,Semiconductors,Technology
ORLY,O’Reilly Automotive,,Automotive Retail,Consumer Cyclical
OXY,Occidental Petroleum,,Oil & Gas Exploration & Production,Energy
ODFL,Old Dominion,,Cargo Ground Transportation,Industrials
OMC,Omnicom Group,,Advertising,Communication Services
ON,ON Semiconductor,,Semiconductors,Technology
OKE,Oneok,,Oil & Gas Storage & Transportation,Energy
ORCL,Oracle Corporation,,Application Software,Technology
OTIS,Otis Worldwide,,Industrial Machinery & Supplies & Components,Industrials
PCAR,Paccar,,Construction Machinery & Heavy Transportation Equipment,Industrials
PKG,Packaging Corporation of America,,Paper & Plastic Packaging Products & Materials,Basic Materials
PLTR,Palantir Technologies,,Internet Services & Infrastructure,Technology
PANW,Palo Alto Networks,,Systems Software,Technology
PARA,Paramount Global,,Movies & Entertainment,Communication Services
PH,Parker Hannifin,,Industrial Machinery & Supplies & Components,Industrials
PAYX,Paychex,,Human Resource & Employment Services,Industrials
PAYC,Paycom,,Human Resource & Employment Services,Industrials
PYPL,PayPal,,Transaction & Payment Processing Services,Financial
PNR,Pentair,,Industrial Machinery & Supplies & Components,Industrials
PEP,PepsiCo,,Soft Drinks & Non-alcoholic Beverages,Consumer Defensive
PFE,Pfizer,,Pharmaceuticals,Healthcare
PCG,PG&E Corporation,,Multi-Utilities,Utilities
PM,Philip Morris International,,Tobacco,Consumer Defensive
PSX,Phillips 66,,Oil & Gas Refining & Marketing,Energy
PNW,Pinnacle West Capital,,Multi-Utilities,Utilities
PNC,PNC Financial Services,,Diversified Banks,Financial
POOL,Pool Corporation,,Distributors,Consumer Cyclical
PPG,PPG Industries,,Specialty Chemicals,Basic Materials
PPL,PPL Corporation,,Electric Utilities,Utilities
PFG,Principal Financial Group,,Life & Health Insurance,Financial
PG,Procter & Gamble,,Personal Care Products,Consumer Defensive
PGR,Progressive Corporation,,Property & Casualty Insurance,Financial
PLD,Prologis,,Industrial REITs,Real Estate
PRU,Prudential Financial,,Life & Health Insurance,Financial
PEG,Public Service Enterprise Group,,Electric Utilities,Utilities
PTC,PTC Inc.,,Application Software,Technology
PSA,Public Storage,,Self-Storage REITs,Real Estate
PHM,PulteGroup,,Homebuilding,Consumer Cyclical
PWR,Quanta Services,,Construction & Engineering,Industrials
QCOM,Qualcomm,,Semiconductors,Technology
DGX,Quest Diagnostics,,Health Care Services,Healthcare
RL,Ralph Lauren Corporation,,"Apparel, Accessories & Luxury Goods",Consumer Cyclical
RJF,Raymond James Financial,,Investment Banking & Brokerage,Financial
RTX,RTX Corporation,,Aerospace & Defense,Industrials
O,Realty Income,,Retail REITs,Real Estate
REG,Regency Centers,,Retail REITs,Real Estate
REGN,Regeneron Pharmaceuticals,,Biotechnology,Healthcare
RF,Regions Financial Corporation,,Regional Banks,Financial
RSG,Republic Services,,Environmental & Facilities Services,Industrials
RMD,ResMed,,Health Care Equipment,Healthcare
RVTY,Revvity,,Health Care Equipment,Healthcare
ROK,Rockwell Automation,,Electrical Components & Equipment,Industrials
ROL,"Rollins, Inc.",,Environmental & Facilities Services,Industrials
ROP,Roper Technologies,,Electronic Equipment & Instruments,Technology
ROST,Ross Stores,,Apparel Retail,Consumer Cyclical
RCL,Royal Caribbean Group,,"Hotels, Resorts & Cruise Lines",Consumer Cyclical
SPGI,S&P Global,,Financial Exchanges & Data,Financial
CRM,Salesforce,,Application Software,Technology
SBAC,SBA Communications,,Telecom Tower REITs,Real Estate
SLB,Schlumberger,,Oil & Gas Equipment & Services,Energy
STX,Seagate Technology,,"Technology Hardware, Storage & Peripherals",Technology
SRE,Sempra,,Multi-Utilities,Utilities
NOW,ServiceNow,,Systems Software,Technology
SHW,Sherwin-Williams,,Specialty Chemicals,Basic Materials
SPG,Simon Property Group,,Retail REITs,Real Estate
SWKS,Skyworks Solutions,,Semiconductors,Technology
SJM,J.M. Smucker Company (The),,Packaged Foods & Meats,Consumer Defensive
SW,Smurfit Westrock,,Paper & Plastic Packaging Products & Materials,Basic Materials
SNA,Snap-on,,Industrial Machinery & Supplies & Components,Industrials
SOLV,Solventum,,Health Care Technology,Healthcare
SO,Southern Company,,Electric Utilities,Utilities
LUV,Southwest Airlines,,Passenger Airlines,Industrials
SWK,Stanley Black & Decker,,Industrial Machinery & Supplies & Components,Industrials
SBUX,Starbucks,,Restaurants,Consumer Cyclical
STT,State Street Corporation,,Asset Management & Custody Banks,Financial
STLD,Steel Dynamics,,Steel,Basic Materials
STE,Steris,,Health Care Equipment,Healthcare
SYK,Stryker Corporation,,Health Care Equipment,Healthcare
SMCI,Supermicro,,"Technology Hardware, Storage & Peripherals",Technology
SYF,Synchrony Financial,,Consumer Finance,Financial
SNPS,Synopsys,,Application Software,Technology
SYY,Sysco,,Food Distributors,Consumer Defensive
TMUS,T-Mobile US,,Wireless Telecommunication Services,Communication Services
TROW,T. Rowe Price,,Asset Management & Custody Banks,Financial
TTWO,Take-Two Interactive,,Interactive Home Entertainment,Communication Services
TPR,"Tapestry, Inc.",,"Apparel, Accessories & Luxury Goods",Consumer Cyclical
TRGP,Targa Resources,,Oil & Gas Storage & Transportation,Energy
TGT,Target Corporation,,Consumer Staples Merchandise Retail,Consumer Defensive
TEL,TE Connectivity,,Electronic Manufacturing Services,Technology
TDY,Teledyne Technologies,,Electronic Equipment & Instruments,Technology
TFX,Teleflex,,Health Care Equipment,Healthcare
TER,Teradyne,,Semiconductor Materials & Equipment,Technology
TSLA,"Tesla, Inc.",,Automobile Manufacturers,Consumer Cyclical
TXN,Texas Instruments,,Semiconductors,Technology
TPL,Texas Pacific Land Corporation,,Oil & Gas Exploration & Production,Energy
TXT,Textron,,Aerospace & Defense,Industrials
TMO,Thermo Fisher Scientific,,Life Sciences Tools & Services,Healthcare
TJX,TJX Companies,,Apparel Retail,Consumer Cyclical
TSCO,Tractor Supply,,Other Specialty Retail,Consumer Cyclical
TT,Trane Technologies,,Building Products,Industrials
TDG,TransDigm Group,,Aerospace & Defense,Industrials
TRV,Travelers Companies (The),,Property & Casualty Insurance,Financial
TRMB,Trimble Inc.,,Electronic Equipment & Instruments,Technology
TFC,Truist Financial,,Diversified Banks,Financial
TYL,Tyler Technologies,,Application Software,Technology
TSN,Tyson Foods,,Packaged Foods & Meats,Consumer Defensive
USB,U.S. Bancorp,,Diversified Banks,Financial
UBER,Uber,,Passenger Ground Transportation,Industrials
UDR,"UDR, Inc.",,Multi-Family Residential REITs,Real Estate
ULTA,Ulta Beauty,,Other Specialty Retail,Consumer Cyclical
UNP,Union Pacific Corporation,,Rail Transportation,Industrials
UAL,United Airlines Holdings,,Passenger Airlines,Industrials
UPS,United Parcel Service,,Air Freight & Logistics,Industrials
URI,United Rentals,,Trading Companies & Distributors,Industrials
UNH,UnitedHealth Group,,Managed Health Care,Healthcare
UHS,Universal Health Services,,Health Care Facilities,Healthcare
VLO,Valero Energy,,Oil & Gas Refining & Marketing,Energy
VTR,Ventas,,Health Care REITs,Real Estate
VLTO,Veralto,,Environmental & Facilities Services,Industrials
VRSN,Verisign,,Internet Services & Infrastructure,Technology
VRSK,Verisk Analytics,,Research & Consulting Services,Industrials
VZ,Verizon,,Integrated Telecommunication Services,Communication Services
VRTX,Vertex Pharmaceuticals,,Biotechnology,Healthcare
VTRS,Viatris,,Pharmaceuticals,Healthcare
VICI,Vici Properties,,Hotel & Resort REITs,Real Estate
