Ticker,Name,Sector,Industry,Market Cap
DDI,"DoubleDown Interactive Co., Ltd.",Communication Services,Electronic Gaming & Multimedia,503462528
MNRO,"Monro, Inc.",Consumer Cyclical,Auto Parts,503149888
MAZE,"Maze Therapeutics, Inc.",Healthcare,Biotechnology,502997728
CCRN,"Cross Country Healthcare, Inc.",Healthcare,Medical Care Facilities,502689024
MPB,"Mid Penn Bancorp, Inc.",Financial Services,Banks - Regional,501320384
EVLV,"Evolv Technologies Holdings, Inc.",Industrials,Security & Protection Services,501009024
METC,"Ramaco Resources, Inc.",Basic Materials,Coking Coal,480481984
TMCI,"Treace Medical Concepts, Inc.",Healthcare,Medical Devices,499071040
CNDT,Conduent Incorporated,Technology,Information Technology Services,498436384
GAIN,Gladstone Investment Corporation,Financial Services,Asset Management,496568128
EBTC,"Enterprise Bancorp, Inc.",Financial Services,Banks - Regional,496366560
YORW,The York Water Company,Utilities,Utilities - Regulated Water,496002624
RCAT,"Red Cat Holdings, Inc.",Technology,Computer Hardware,495722432
NVTS,Navitas Semiconductor Corporation,Technology,Semiconductors,495009408
FMNB,Farmers National Banc Corp.,Financial Services,Banks - Regional,495008128
DADA,Dada Nexus Limited,Consumer Cyclical,Internet Retail,485835328
OMER,Omeros Corporation,Healthcare,Biotechnology,493732320
SAGE,"Sage Therapeutics, Inc.",Healthcare,Biotechnology,493076832
CHSCM,CHS Inc.,Consumer Defensive,Farm Products,N/A
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",Financial Services,Banks - Regional,490664640
HNRG,Hallador Energy Company,Energy,Thermal Coal,489244288
VLGEA,"Village Super Market, Inc.",Consumer Defensive,Grocery Stores,488708928
MNMD,Mind Medicine (MindMed) Inc.,Healthcare,Biotechnology,487633536
RSVR,"Reservoir Media, Inc.",Communication Services,Entertainment,485982848
CCSI,"Consensus Cloud Solutions, Inc.",Technology,Software - Infrastructure,485796896
BCAL,California BanCorp.,Financial Services,Banks - Regional,485279136
NNDM,Nano Dimension Ltd.,Technology,Computer Hardware,480131232
AUTL,Autolus Therapeutics plc,Healthcare,Biotechnology,484342048
ATGL,Alpha Technology Group Limited,Technology,Software - Infrastructure,484162112
VALN,Valneva SE,Healthcare,Biotechnology,566547008
SVRA,Savara Inc.,Healthcare,Biotechnology,482249408
TALK,"Talkspace, Inc.",Healthcare,Health Information Services,481729792
PUBM,"PubMatic, Inc.",Technology,Software - Application,469744288
LINC,Lincoln Educational Services Corporation,Consumer Defensive,Education & Training Services,479894624
LGTY,"Logility Supply Chain Solutions, Inc.",Technology,Software - Application,505315808
STOK,"Stoke Therapeutics, Inc.",Healthcare,Biotechnology,476703008
CCNE,CNB Financial Corporation,Financial Services,Banks - Regional,475203776
BIGC,"BigCommerce Holdings, Inc.",Technology,Software - Application,474580928
CBNK,"Capital Bancorp, Inc.",Financial Services,Banks - Regional,474211904
ODP,The ODP Corporation,Consumer Cyclical,Specialty Retail,473198976
NEXN,Nexxen International Ltd.,Communication Services,Advertising Agencies,472456640
KROS,"Keros Therapeutics, Inc.",Healthcare,Biotechnology,471330432
LVRO,Lavoro Limited,Basic Materials,Agricultural Inputs,468764160
MVST,"Microvast Holdings, Inc.",Consumer Cyclical,Auto Parts,469644864
TRML,"Tourmaline Bio, Inc.",Healthcare,Biotechnology,469015424
ALRS,Alerus Financial Corporation,Financial Services,Banks - Regional,466851232
LPRO,Open Lending Corporation,Financial Services,Credit Services,466658496
HONE,"HarborOne Bancorp, Inc.",Financial Services,Banks - Regional,466294272
GLRE,"Greenlight Capital Re, Ltd.",Financial Services,Insurance - Reinsurance,464888480
ITIC,Investors Title Company,Financial Services,Insurance - Specialty,463409088
WYHG,Wing Yip Food Holdings Group Limited,Consumer Defensive,Packaged Foods,465560832
TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,462550144
SFIX,"Stitch Fix, Inc.",Consumer Cyclical,Apparel Retail,462381216
CWCO,Consolidated Water Co. Ltd.,Utilities,Utilities - Regulated Water,460795584
FITBI,Fifth Third Bancorp,Financial Services,Banks - Regional,17950171136
ARKO,Arko Corp.,Consumer Cyclical,Specialty Retail,460768576
GAMB,Gambling.com Group Limited,Consumer Cyclical,Gambling,433580128
ALT,"Altimmune, Inc.",Healthcare,Biotechnology,459771744
ANSC,Agriculture & Natural Solutions Acquisition Corporation,Financial Services,Shell Companies,457987488
PFIS,Peoples Financial Services Corp.,Financial Services,Banks - Regional,457974592
EYPT,"EyePoint Pharmaceuticals, Inc.",Healthcare,Biotechnology,455671936
SHBI,"Shore Bancshares, Inc.",Financial Services,Banks - Regional,455591040
TCBX,"Third Coast Bancshares, Inc.",Financial Services,Banks - Regional,453241120
CENT,Central Garden & Pet Company,Consumer Defensive,Packaged Foods,2181542912
ZVRA,"Zevra Therapeutics, Inc.",Healthcare,Biotechnology,451867776
LASR,"nLIGHT, Inc.",Technology,Semiconductors,451085184
AIRJ,AirJoule Technologies Corporation,Industrials,Building Products & Equipment,450654592
SENEA,Seneca Foods Corporation,Consumer Defensive,Packaged Foods,592729664
RXT,"Rackspace Technology, Inc.",Technology,Software - Infrastructure,446745024
TWFG,"TWFG, Inc.",Financial Services,Insurance Brokers,446282528
CRNC,Cerence Inc.,Technology,Software - Application,445813664
SERV,Serve Robotics Inc.,Industrials,Specialty Industrial Machinery,445669504
ORKA,"Oruka Therapeutics, Inc.",Healthcare,Biotechnology,445167552
INNV,InnovAge Holding Corp.,Healthcare,Medical Care Facilities,443600320
LAB,Standard BioTools Inc.,Healthcare,Medical Devices,443413600
FFIC,Flushing Financial Corporation,Financial Services,Banks - Regional,441123712
DCTH,"Delcath Systems, Inc.",Healthcare,Medical Devices,440586880
BTBT,"Bit Digital, Inc.",Financial Services,Capital Markets,439668384
ASLE,AerSale Corporation,Industrials,Airports & Air Services,438481216
BYRN,Byrna Technologies Inc.,Industrials,Aerospace & Defense,437764576
BATRA,"Atlanta Braves Holdings, Inc.",Communication Services,Entertainment,2497202688
ACNB,ACNB Corporation,Financial Services,Banks - Regional,438388768
AROW,Arrow Financial Corporation,Financial Services,Banks - Regional,433988896
SWBI,"Smith & Wesson Brands, Inc.",Industrials,Aerospace & Defense,433426624
COFS,"ChoiceOne Financial Services, Inc.",Financial Services,Banks - Regional,431428768
BAND,Bandwidth Inc.,Technology,Software - Infrastructure,430215712
MERC,Mercer International Inc.,Basic Materials,Paper & Paper Products,428641824
PRTC,PureTech Health plc,Healthcare,Biotechnology,427536416
SOHU,Sohu.com Limited,Communication Services,Electronic Gaming & Multimedia,427529984
CLFD,"Clearfield, Inc.",Technology,Communication Equipment,425499488
CVGW,"Calavo Growers, Inc.",Consumer Defensive,Food Distribution,425043808
CHSCN,CHS Inc.,Consumer Defensive,Farm Products,N/A
OUST,"Ouster, Inc.",Technology,Electronic Components,440582272
CHW,Calamos Global Dynamic Income Fund,Financial Services,Asset Management,423420992
UNTY,"Unity Bancorp, Inc.",Financial Services,Banks - Regional,423223840
PERI,Perion Network Ltd.,Communication Services,Internet Content & Information,425110688
KE,"Kimball Electronics, Inc.",Industrials,Electrical Equipment & Parts,419639840
SVC,Service Properties Trust,Real Estate,REIT - Hotel & Motel,418258848
TBRG,"TruBridge, Inc.",Healthcare,Health Information Services,418774304
CADL,"Candel Therapeutics, Inc.",Healthcare,Biotechnology,392718656
AGNCO,AGNC Investment Corp.,Real Estate,REIT - Mortgage,N/A
NWPX,Northwest Pipe Company,Industrials,Metal Fabrication,415692960
SLDB,Solid Biosciences Inc.,Healthcare,Biotechnology,415362496
SRDX,"Surmodics, Inc.",Healthcare,Medical Devices,414726976
KRNY,Kearny Financial Corp.,Financial Services,Banks - Regional,414601664
OFLX,"Omega Flex, Inc.",Industrials,Specialty Industrial Machinery,413967232
KELYA,"Kelly Services, Inc.",Industrials,Staffing & Employment Services,458021856
CLNE,Clean Energy Fuels Corp.,Energy,Oil & Gas Refining & Marketing,413669248
GLUE,"Monte Rosa Therapeutics, Inc.",Healthcare,Biotechnology,413468992
ERAS,"Erasca, Inc.",Healthcare,Biotechnology,412781440
MITK,"Mitek Systems, Inc.",Technology,Software - Application,412622528
SNDL,SNDL Inc.,Consumer Defensive,Beverages - Wineries & Distilleries,411617984
RICK,"RCI Hospitality Holdings, Inc.",Consumer Cyclical,Restaurants,410270528
GILT,Gilat Satellite Networks Ltd.,Technology,Communication Equipment,408811904
NRIM,"Northrim BanCorp, Inc.",Financial Services,Banks - Regional,408434720
MREO,Mereo BioPharma Group plc,Healthcare,Biotechnology,408033984
DHIL,"Diamond Hill Investment Group, Inc.",Financial Services,Asset Management,407754048
ETON,"Eton Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,398327424
RWAY,Runway Growth Finance Corp.,Financial Services,Credit Services,406713184
DH,Definitive Healthcare Corp.,Healthcare,Health Information Services,301472384
CAN,Canaan Inc.,Technology,Computer Hardware,382505728
TRDA,"Entrada Therapeutics, Inc.",Healthcare,Biotechnology,406397632
BLDP,Ballard Power Systems Inc.,Industrials,Specialty Industrial Machinery,404540992
SKYT,"SkyWater Technology, Inc.",Technology,Semiconductors,401667680
APEI,"American Public Education, Inc.",Consumer Defensive,Education & Training Services,402745984
SIGA,"SIGA Technologies, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,402189728
APPS,"Digital Turbine, Inc.",Technology,Software - Application,402176800
ALLO,"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,401940256
GCBC,"Greene County Bancorp, Inc.",Financial Services,Banks - Regional,401321664
BWMN,Bowman Consulting Group Ltd.,Industrials,Engineering & Construction,400690464
IMXI,"International Money Express, Inc.",Technology,Software - Infrastructure,400624256
TTGT,"TechTarget, Inc.",Technology,Information Technology Services,976778944
LAES,SEALSQ Corp,Technology,Semiconductors,398593824
ALNT,Allient Inc.,Technology,Electronic Components,397705728
BSRR,Sierra Bancorp,Financial Services,Banks - Regional,397560768
GRVY,"Gravity Co., Ltd.",Communication Services,Electronic Gaming & Multimedia,396226272
ANNA,"AleAnna, Inc.",Energy,Oil & Gas E&P,241334368
MSBI,"Midland States Bancorp, Inc.",Financial Services,Banks - Regional,395498784
FBIZ,"First Business Financial Services, Inc.",Financial Services,Banks - Regional,394718720
LAND,Gladstone Land Corporation,Real Estate,REIT - Specialty,393327680
FNKO,"Funko, Inc.",Consumer Cyclical,Leisure,387449696
WALD,Waldencast plc,Consumer Defensive,Household & Personal Products,391894688
CRMT,"America's Car-Mart, Inc.",Consumer Cyclical,Auto & Truck Dealerships,391695264
KMDA,Kamada Ltd.,Healthcare,Drug Manufacturers - Specialty & Generic,391034016
NYXH,Nyxoah S.A.,Healthcare,Medical Instruments & Supplies,437901856
SATL,Satellogic Inc.,Industrials,Aerospace & Defense,392252832
ANGO,"AngioDynamics, Inc.",Healthcare,Medical Instruments & Supplies,388066080
OB,Outbrain Inc.,Communication Services,Internet Content & Information,387973856
CARE,"Carter Bankshares, Inc.",Financial Services,Banks - Regional,385592096
BHFAN,"Brighthouse Financial, Inc.",Financial Services,Insurance - Life,N/A
BWB,"Bridgewater Bancshares, Inc.",Financial Services,Banks - Regional,384968384
MFH,Mercurity Fintech Holding Inc.,Financial Services,Capital Markets,384566208
ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare,Biotechnology,384016352
NATH,"Nathan's Famous, Inc.",Consumer Cyclical,Restaurants,383432480
OABI,"OmniAb, Inc.",Healthcare,Biotechnology,383611232
CELC,Celcuity Inc.,Healthcare,Biotechnology,380578400
INV,"Innventure, Inc.",Financial Services,Asset Management,380526336
QVCGP,QVC Group Inc.,Consumer Cyclical,Internet Retail,N/A
ABVX,ABIVAX Société Anonyme,Healthcare,Biotechnology,380299808
ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology,376761888
AURA,"Aura Biosciences, Inc.",Healthcare,Biotechnology,376634304
CLPT,"ClearPoint Neuro, Inc.",Healthcare,Medical Devices,375799296
RIGL,"Rigel Pharmaceuticals, Inc.",Healthcare,Biotechnology,375658912
RHLD,"Resolute Holdings Management, Inc.",Industrials,Specialty Business Services,375014880
RNAC,"Cartesian Therapeutics, Inc.",Healthcare,Biotechnology,374098528
JYD,Jayud Global Logistics Limited,Industrials,Integrated Freight & Logistics,373492960
FRBA,First Bank,Financial Services,Banks - Regional,372244864
VALU,"Value Line, Inc.",Financial Services,Financial Data & Stock Exchanges,373410624
HRZN,Horizon Technology Finance Corporation,Financial Services,Asset Management,372913760
DOGZ,Dogness (International) Corporation,Consumer Cyclical,Leisure,372372960
RMNI,"Rimini Street, Inc.",Technology,Software - Application,371574720
RAPP,"Rapport Therapeutics, Inc.",Healthcare,Biotechnology,371533376
PACB,"Pacific Biosciences of California, Inc.",Healthcare,Medical Devices,364950624
HUMA,"Humacyte, Inc.",Healthcare,Biotechnology,387290688
GPAT,GP-Act III Acquisition Corp.,Financial Services,Shell Companies,369078144
ABSI,Absci Corporation,Healthcare,Biotechnology,368687776
ANSCU,Agriculture & Natural Solutions Acquisition Corporation,Financial Services,Shell Companies,N/A
TSHA,"Taysha Gene Therapies, Inc.",Healthcare,Biotechnology,366953568
HCVIU,Hennessy Capital Investment Corp. VI,Financial Services,Shell Companies,N/A
BSVN,Bank7 Corp.,Financial Services,Banks - Regional,366308256
NPCE,"NeuroPace, Inc.",Healthcare,Medical Devices,365975520
ATXS,"Astria Therapeutics, Inc.",Healthcare,Biotechnology,365693632
ZEUS,"Olympic Steel, Inc.",Basic Materials,Steel,365257504
USCB,"USCB Financial Holdings, Inc.",Financial Services,Banks - Regional,362627744
RRBI,"Red River Bancshares, Inc.",Financial Services,Banks - Regional,364208896
HRTX,"Heron Therapeutics, Inc.",Healthcare,Biotechnology,364068704
CCIR,Cohen Circle Acquisition Corp. I,Financial Services,Shell Companies,363630016
OPAL,OPAL Fuels Inc.,Utilities,Utilities - Regulated Gas,362940864
HAIN,"The Hain Celestial Group, Inc.",Consumer Defensive,Packaged Foods,362792512
GPRE,Green Plains Inc.,Basic Materials,Chemicals,362484640
ALDF,Aldel Financial II Inc.,Financial Services,Shell Companies,300474112
BHFAP,"Brighthouse Financial, Inc.",Financial Services,Insurance - Life,3531475712
HBCP,"Home Bancorp, Inc.",Financial Services,Banks - Regional,361962272
HBANP,Huntington Bancshares Incorporated,Financial Services,Banks - Regional,N/A
TWNP,Twin Hospitality Group Inc.,Consumer Cyclical,Restaurants,360208384
BMRC,Bank of Marin Bancorp,Financial Services,Banks - Regional,359600320
ACGLN,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,N/A
BNTC,Benitec Biopharma Inc.,Healthcare,Biotechnology,359746016
ALTI,"AlTi Global, Inc.",Financial Services,Asset Management,352361504
ATNI,"ATN International, Inc.",Communication Services,Telecom Services,349591424
BHFAO,"Brighthouse Financial, Inc.",Financial Services,Insurance - Life,N/A
MTRX,Matrix Service Company,Industrials,Engineering & Construction,357233280
ATYR,"aTyr Pharma, Inc.",Healthcare,Biotechnology,356323008
PANL,"Pangaea Logistics Solutions, Ltd.",Industrials,Marine Shipping,354689248
TECX,"Tectonic Therapeutic, Inc.",Healthcare,Biotechnology,441875104
LSAK,"Lesaka Technologies, Inc.",Technology,Software - Infrastructure,352895712
PNRG,PrimeEnergy Resources Corporation,Energy,Oil & Gas E&P,352826016
ZBIO,"Zenas BioPharma, Inc.",Healthcare,Biotechnology,352368096
FLWS,"1-800-FLOWERS.COM, Inc.",Consumer Cyclical,Specialty Retail,351714656
NETDU,Nabors Energy Transition Corp. II,Financial Services,Shell Companies,N/A
RGNX,REGENXBIO Inc.,Healthcare,Biotechnology,350602688
LWAY,"Lifeway Foods, Inc.",Consumer Defensive,Packaged Foods,350585792
SVIIU,Spring Valley Acquisition Corp. II,Financial Services,Shell Companies,N/A
CHSCP,CHS Inc.,Consumer Defensive,Farm Products,N/A
LE,"Lands' End, Inc.",Consumer Cyclical,Apparel Retail,345792928
NRC,National Research Corporation,Healthcare,Health Information Services,347862304
SMLR,"Semler Scientific, Inc.",Healthcare,Medical Devices,345761536
MXCT,"MaxCyte, Inc.",Healthcare,Medical Devices,345651264
CWBC,Community West Bancshares,Financial Services,Banks - Regional,342681280
AIRTP,"Air T, Inc.",Industrials,Conglomerates,415055168
ESGRP,Enstar Group Limited,Financial Services,Insurance - Diversified,3017015552
WTBA,"West Bancorporation, Inc.",Financial Services,Banks - Regional,342206752
BZAI,"Blaize Holdings, Inc.",Technology,Software - Application,341614560
NNOX,Nano-X Imaging Ltd.,Healthcare,Medical Devices,341182688
AGNCN,AGNC Investment Corp.,Real Estate,REIT - Mortgage,8998416384
LMNR,Limoneira Company,Consumer Defensive,Farm Products,340422688
VBNK,VersaBank,Financial Services,Banks - Regional,340146656
SBC,SBC Medical Group Holdings Incorporated,Industrials,Consulting Services,339969280
GEVO,"Gevo, Inc.",Basic Materials,Specialty Chemicals,339957952
KFII,K&F Growth Acquisition Corp. II Class A Ordinary shares,Financial Services,Shell Companies,389616800
ATLN,Atlantic International Corp.,Healthcare,Diagnostics & Research,367845472
ZIMV,ZimVie Inc.,Healthcare,Medical Devices,337939840
GIG,GigCapital7 Corp.,Financial Services,Shell Companies,337332992
ACTG,Acacia Research Corporation,Industrials,Business Equipment & Supplies,337132000
PHAT,"Phathom Pharmaceuticals, Inc.",Healthcare,Biotechnology,337043104
GATEU,Marblegate Acquisition Corp.,Financial Services,Shell Companies,N/A
AHG,Akso Health Group,Healthcare,Medical Distribution,479354816
RENEU,Cartesian Growth Corporation II,Financial Services,Shell Companies,N/A
PSNL,"Personalis, Inc.",Healthcare,Diagnostics & Research,335400512
NETD,Nabors Energy Transition Corp. II,Financial Services,Shell Companies,417468736
IBEX,IBEX Limited,Technology,Information Technology Services,333886976
DOMO,"Domo, Inc.",Technology,Software - Application,333587808
AMLX,"Amylyx Pharmaceuticals, Inc.",Healthcare,Biotechnology,332259360
GIGGU,GigCapital7 Corp.,Financial Services,Shell Companies,N/A
SKBL,Skyline Builders Group Holding Limited,Industrials,Engineering & Construction,331420192
TITN,Titan Machinery Inc.,Industrials,Industrial Distribution,331391264
HBANL,Huntington Bancshares Incorporated,Financial Services,Banks - Regional,N/A
SHYF,"The Shyft Group, Inc.",Industrials,Farm & Heavy Construction Machinery,329760896
CMPX,"Compass Therapeutics, Inc.",Healthcare,Biotechnology,324962688
REFI,"Chicago Atlantic Real Estate Finance, Inc.",Real Estate,REIT - Mortgage,324480704
FLD,"Fold Holdings, Inc. Class A Common Stock",Financial Services,Capital Markets,324471200
PMTS,CPI Card Group Inc.,Financial Services,Credit Services,323951200
CYRX,"Cryoport, Inc.",Industrials,Integrated Freight & Logistics,323668960
FMAO,"Farmers & Merchants Bancorp, Inc.",Financial Services,Banks - Regional,323601088
SPOK,"Spok Holdings, Inc.",Healthcare,Health Information Services,322620192
NTRSO,Northern Trust Corporation,Financial Services,Asset Management,N/A
AIP,"Arteris, Inc.",Technology,Semiconductors,321852864
VSTM,"Verastem, Inc.",Healthcare,Biotechnology,321781984
CDRO,"Codere Online Luxembourg, S.A.",Consumer Cyclical,Gambling,322986080
CMPS,COMPASS Pathways plc,Healthcare,Medical Care Facilities,320648928
NECB,"Northeast Community Bancorp, Inc.",Financial Services,Banks - Regional,290424864
NEWT,"NewtekOne, Inc.",Financial Services,Banks - Regional,320487264
TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Devices,319107744
NVEC,NVE Corporation,Technology,Semiconductors,318963008
DMRC,Digimarc Corporation,Technology,Information Technology Services,318488288
BBCP,"Concrete Pumping Holdings, Inc.",Industrials,Engineering & Construction,318305408
HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd",Industrials,Farm & Heavy Construction Machinery,319788000
SSBK,"Southern States Bancshares, Inc.",Financial Services,Banks - Regional,315467392
MNTK,"Montauk Renewables, Inc.",Utilities,Utilities - Diversified,316203488
GOSS,"Gossamer Bio, Inc.",Healthcare,Biotechnology,315837184
RZLV,Rezolve AI Limited,Technology,Software - Infrastructure,539995712
BEAG,Bold Eagle Acquisition Corp.,Financial Services,Shell Companies,314432704
CZNC,Citizens & Northern Corporation,Financial Services,Banks - Regional,313497856
POET,POET Technologies Inc.,Technology,Semiconductors,308449600
HCAT,"Health Catalyst, Inc.",Healthcare,Health Information Services,312437152
GOCO,"GoHealth, Inc.",Financial Services,Insurance Brokers,313423584
AUDC,AudioCodes Ltd.,Technology,Communication Equipment,304785600
PBFS,"Pioneer Bancorp, Inc.",Financial Services,Banks - Regional,301120896
AMCX,AMC Networks Inc.,Communication Services,Entertainment,310273280
LUNG,Pulmonx Corporation,Healthcare,Medical Devices,310013952
PKOH,Park-Ohio Holdings Corp.,Industrials,Specialty Industrial Machinery,309524256
MTLS,Materialise NV,Technology,Software - Application,309512128
PVLA,"Palvella Therapeutics, Inc.",Healthcare,Biotechnology,308585760
IVCAU,Investcorp AI Acquisition Corp.,Financial Services,Shell Companies,N/A
CPZ,Calamos Long/Short Equity & Dynamic Income Term Trust,,,306851296
NNNN,Anbio Biotechnology Class A Ordinary Shares,Healthcare,Medical Instruments & Supplies,306799488
PDLB,"Ponce Financial Group, Inc.",Financial Services,Banks - Regional,290106880
EXFY,"Expensify, Inc.",Technology,Software - Application,306231840
CVRX,"CVRx, Inc.",Healthcare,Medical Devices,305923008
ZJK,"ZJK Industrial Co., Ltd.",Industrials,Specialty Industrial Machinery,298926432
ASPI,ASP Isotopes Inc.,Basic Materials,Chemicals,304835712
ESPR,"Esperion Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,304687456
CIVB,"Civista Bancshares, Inc.",Financial Services,Banks - Regional,304636576
PROK,ProKidney Corp.,Healthcare,Biotechnology,1811825536
OLMA,"Olema Pharmaceuticals, Inc.",Healthcare,Biotechnology,330383584
ALDFU,Aldel Financial II Inc.,Financial Services,Shell Companies,N/A
CRVS,"Corvus Pharmaceuticals, Inc.",Healthcare,Biotechnology,303294432
ARTNA,Artesian Resources Corporation,Utilities,Utilities - Regulated Water,330556544
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Cyclical,Restaurants,302536352
MVIS,"MicroVision, Inc.",Technology,Scientific & Technical Instruments,294725088
QSI,Quantum-Si incorporated,Healthcare,Medical Devices,302180992
TKNO,"Alpha Teknova, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,301917920
RBB,RBB Bancorp,Financial Services,Banks - Regional,301601216
ANNX,"Annexon, Inc.",Healthcare,Biotechnology,301702496
GPATU,GP-Act III Acquisition Corp.,Financial Services,Shell Companies,N/A
NUTX,Nutex Health Inc.,Healthcare,Medical Care Facilities,299143744
SLMBP,SLM Corporation,Financial Services,Credit Services,4882114560
TRVG,trivago N.V.,Communication Services,Internet Content & Information,298806016
BLZE,"Backblaze, Inc.",Technology,Software - Infrastructure,298649984
KFIIU,K&F Growth Acquisition Corp. II,Financial Services,Shell Companies,259839744
SNFCA,Security National Financial Corporation,Financial Services,Mortgage Finance,297860384
VNDA,Vanda Pharmaceuticals Inc.,Healthcare,Biotechnology,296245280
MBX,"MBX Biosciences, Inc.",Healthcare,Biotechnology,295744000
DOYU,DouYu International Holdings Limited,Communication Services,Internet Content & Information,295792864
XNET,Xunlei Limited,Technology,Software - Infrastructure,285836448
ARQQ,Arqit Quantum Inc.,Technology,Software - Infrastructure,300057344
MCFT,"MasterCraft Boat Holdings, Inc.",Consumer Cyclical,Recreational Vehicles,293001216
KGEI,Kolibri Global Energy Inc.,Energy,Oil & Gas E&P,292895040
VMD,"Viemed Healthcare, Inc.",Healthcare,Medical Devices,292855040
EGHT,"8x8, Inc.",Technology,Software - Application,292360672
EM,Smart Share Global Limited,Consumer Cyclical,Personal Services,293319744
GSRT,GSR III Acquisition Corp.,Financial Services,Shell Companies,291724992
DCGO,DocGo Inc.,Healthcare,Medical Care Facilities,291671360
WTFCP,Wintrust Financial Corporation,Financial Services,Banks - Regional,N/A
BIOX,Bioceres Crop Solutions Corp.,Basic Materials,Agricultural Inputs,279896480
AEHR,"Aehr Test Systems, Inc.",Technology,Semiconductor Equipment & Materials,290284288
ATAI,Atai Life Sciences N.V.,Healthcare,Biotechnology,283229760
NODK,"NI Holdings, Inc.",Financial Services,Insurance - Property & Casualty,287886496
SMTI,Sanara MedTech Inc.,Healthcare,Medical Instruments & Supplies,287584192
CDZI,Cadiz Inc.,Utilities,Utilities - Regulated Water,287511488
EU,enCore Energy Corp.,Energy,Uranium,289034880
KLTR,"Kaltura, Inc.",Technology,Software - Application,286696672
CCIRU,Cohen Circle Acquisition Corp. I,Financial Services,Shell Companies,N/A
PBPB,Potbelly Corporation,Consumer Cyclical,Restaurants,286245600
TATT,TAT Technologies Ltd.,Industrials,Aerospace & Defense,285435040
TTSH,"Tile Shop Holdings, Inc.",Consumer Cyclical,Home Improvement Retail,285363968
VSTA,Vasta Platform Limited,Consumer Defensive,Education & Training Services,283807808
OTLY,Oatly Group AB,Consumer Defensive,Packaged Foods,283118880
FSBW,"FS Bancorp, Inc.",Financial Services,Banks - Regional,285591552
AQST,"Aquestive Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,282772192
QTRX,Quanterix Corporation,Healthcare,Medical Devices,361005760
WEYS,"Weyco Group, Inc.",Consumer Cyclical,Footwear & Accessories,279513920
STIM,"Neuronetics, Inc.",Healthcare,Diagnostics & Research,328290272
GCL,GCL Global Holdings Ltd Ordinary Shares,Communication Services,Electronic Gaming & Multimedia,281595488
SEPN,"Septerna, Inc.",Healthcare,Biotechnology,281513120
ITOS,"iTeos Therapeutics, Inc.",Healthcare,Biotechnology,281110048
ACGLO,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,12368018432
ZUMZ,Zumiez Inc.,Consumer Cyclical,Apparel Retail,279915904
DSGN,"Design Therapeutics, Inc.",Healthcare,Biotechnology,279840096
BCML,BayCom Corp,Financial Services,Banks - Regional,279260864
JAKK,"JAKKS Pacific, Inc.",Consumer Cyclical,Leisure,278655008
FNLC,"The First Bancorp, Inc.",Financial Services,Banks - Regional,277655840
FCNCP,"First Citizens BancShares, Inc.",Financial Services,Banks - Regional,N/A
SLRN,"Acelyrin, Inc.",Healthcare,Biotechnology,275896512
HIVE,HIVE Digital Technologies Ltd.,Financial Services,Capital Markets,271953504
TERN,"Terns Pharmaceuticals, Inc.",Healthcare,Biotechnology,276051424
TDUP,ThredUp Inc.,Consumer Cyclical,Internet Retail,275382144
CZFS,"Citizens Financial Services, Inc.",Financial Services,Banks - Regional,274811808
OBT,"Orange County Bancorp, Inc.",Financial Services,Banks - Regional,274447840
FLIC,The First of Long Island Corporation,Financial Services,Banks - Regional,273887136
PAMT,Pamt Corp.,Industrials,Trucking,273909088
TBCH,Turtle Beach Corporation,Technology,Consumer Electronics,274283232
PDYN,Palladyne AI Corp.,Technology,Software - Infrastructure,271191680
ONEW,OneWater Marine Inc.,Consumer Cyclical,Specialty Retail,270960608
SNWV,"SANUWAVE Health, Inc. Common Stock",Healthcare,Medical Devices,270959264
GWRS,"Global Water Resources, Inc.",Utilities,Utilities - Regulated Water,270604416
GDEV,GDEV Inc.,Communication Services,Electronic Gaming & Multimedia,270305024
SFST,"Southern First Bancshares, Inc.",Financial Services,Banks - Regional,269526112
CRDF,"Cardiff Oncology, Inc.",Healthcare,Biotechnology,269423424
CERS,Cerus Corporation,Healthcare,Medical Devices,269395520
PCB,PCB Bancorp,Financial Services,Banks - Regional,269062880
NXXT,NextNRG Inc.,Utilities,Utilities - Renewable,267559216
BYND,"Beyond Meat, Inc.",Consumer Defensive,Packaged Foods,267982160
AVIR,"Atea Pharmaceuticals, Inc.",Healthcare,Biotechnology,267693888
OSUR,"OraSure Technologies, Inc.",Healthcare,Medical Instruments & Supplies,267036336
WSBF,"Waterstone Financial, Inc.",Financial Services,Banks - Regional,266420048
